Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,WnvPresent,Year,Month,WeekofYear,YearMonth,NumMosquitos,Coord,dist_spray,sprayed
2007-09-18,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2007,9,38,2007-09,1,"(41.991429, -87.747113)",1561.539974741851,0
2007-09-18,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2007,9,38,2007-09,1,"(41.991429, -87.747113)",1561.539974741851,0
2007-09-24,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2007,9,39,2007-09,5,"(41.991429, -87.747113)",1561.539974741851,0
2007-09-24,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2007,9,39,2007-09,3,"(41.991429, -87.747113)",1561.539974741851,0
2007-09-24,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2007,9,39,2007-09,1,"(41.991429, -87.747113)",1561.539974741851,0
2007-10-04,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2007,10,40,2007-10,3,"(41.991429, -87.747113)",1561.539974741851,0
2007-10-04,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2007,10,40,2007-10,11,"(41.991429, -87.747113)",1561.539974741851,0
2009-05-28,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,5,22,2009-05,3,"(41.991429, -87.747113)",1561.539974741851,0
2009-05-28,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,5,22,2009-05,9,"(41.991429, -87.747113)",1561.539974741851,0
2009-06-02,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,6,23,2009-06,9,"(41.991429, -87.747113)",1561.539974741851,0
2009-06-05,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,6,23,2009-06,1,"(41.991429, -87.747113)",1561.539974741851,0
2009-06-05,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,6,23,2009-06,1,"(41.991429, -87.747113)",1561.539974741851,0
2009-06-12,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,6,24,2009-06,4,"(41.991429, -87.747113)",1561.539974741851,0
2009-06-12,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,6,24,2009-06,21,"(41.991429, -87.747113)",1561.539974741851,0
2009-06-12,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,6,24,2009-06,12,"(41.991429, -87.747113)",1561.539974741851,0
2009-06-19,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,6,25,2009-06,11,"(41.991429, -87.747113)",1561.539974741851,0
2009-06-19,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,6,25,2009-06,5,"(41.991429, -87.747113)",1561.539974741851,0
2009-06-26,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,6,26,2009-06,16,"(41.991429, -87.747113)",1561.539974741851,0
2009-06-26,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,6,26,2009-06,3,"(41.991429, -87.747113)",1561.539974741851,0
2009-07-06,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,7,28,2009-07,5,"(41.991429, -87.747113)",1561.539974741851,0
2009-07-06,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,7,28,2009-07,5,"(41.991429, -87.747113)",1561.539974741851,0
2009-07-10,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,7,28,2009-07,13,"(41.991429, -87.747113)",1561.539974741851,0
2009-07-17,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,7,29,2009-07,6,"(41.991429, -87.747113)",1561.539974741851,0
2009-07-17,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,7,29,2009-07,1,"(41.991429, -87.747113)",1561.539974741851,0
2009-08-07,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,8,32,2009-08,1,"(41.991429, -87.747113)",1561.539974741851,0
2009-08-07,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,8,32,2009-08,2,"(41.991429, -87.747113)",1561.539974741851,0
2009-08-13,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,8,33,2009-08,1,"(41.991429, -87.747113)",1561.539974741851,0
2009-09-03,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,9,36,2009-09,1,"(41.991429, -87.747113)",1561.539974741851,0
2009-09-14,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,9,38,2009-09,1,"(41.991429, -87.747113)",1561.539974741851,0
2009-09-17,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,9,38,2009-09,1,"(41.991429, -87.747113)",1561.539974741851,0
2009-09-17,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,9,38,2009-09,5,"(41.991429, -87.747113)",1561.539974741851,0
2009-09-17,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,9,38,2009-09,2,"(41.991429, -87.747113)",1561.539974741851,0
2009-09-25,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,9,39,2009-09,5,"(41.991429, -87.747113)",1561.539974741851,0
2009-09-25,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2009,9,39,2009-09,3,"(41.991429, -87.747113)",1561.539974741851,0
2011-06-30,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2011,6,26,2011-06,1,"(41.991429, -87.747113)",1561.539974741851,0
2011-07-15,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2011,7,28,2011-07,2,"(41.991429, -87.747113)",1561.539974741851,0
2011-07-25,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2011,7,30,2011-07,7,"(41.991429, -87.747113)",1561.539974741851,0
2011-07-29,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2011,7,30,2011-07,5,"(41.991429, -87.747113)",1561.539974741851,0
2011-07-29,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2011,7,30,2011-07,5,"(41.991429, -87.747113)",1561.539974741851,0
2011-08-05,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2011,8,31,2011-08,6,"(41.991429, -87.747113)",1561.539974741851,0
2011-08-19,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2011,8,33,2011-08,1,"(41.991429, -87.747113)",1561.539974741851,0
2011-08-26,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2011,8,34,2011-08,3,"(41.991429, -87.747113)",1561.539974741851,0
2011-09-01,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2011,9,35,2011-09,3,"(41.991429, -87.747113)",1561.539974741851,0
2011-09-01,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2011,9,35,2011-09,1,"(41.991429, -87.747113)",1561.539974741851,0
2011-09-12,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2011,9,37,2011-09,3,"(41.991429, -87.747113)",1561.539974741851,0
2011-09-16,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2011,9,37,2011-09,1,"(41.991429, -87.747113)",1561.539974741851,0
2013-06-07,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,6,23,2013-06,10,"(41.991429, -87.747113)",1561.539974741851,0
2013-06-07,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,6,23,2013-06,8,"(41.991429, -87.747113)",1561.539974741851,0
2013-06-14,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,6,24,2013-06,20,"(41.991429, -87.747113)",1561.539974741851,0
2013-06-14,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,6,24,2013-06,2,"(41.991429, -87.747113)",1561.539974741851,0
2013-06-21,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,6,25,2013-06,1,"(41.991429, -87.747113)",1561.539974741851,0
2013-06-21,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,6,25,2013-06,4,"(41.991429, -87.747113)",1561.539974741851,0
2013-06-27,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,6,26,2013-06,5,"(41.991429, -87.747113)",1561.539974741851,0
2013-06-27,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,6,26,2013-06,11,"(41.991429, -87.747113)",1561.539974741851,0
2013-07-08,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,7,28,2013-07,10,"(41.991429, -87.747113)",1561.539974741851,0
2013-07-08,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,7,28,2013-07,37,"(41.991429, -87.747113)",1561.539974741851,0
2013-07-12,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,7,28,2013-07,124,"(41.991429, -87.747113)",1561.539974741851,0
2013-07-19,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,7,29,2013-07,46,"(41.991429, -87.747113)",1561.539974741851,0
2013-07-19,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,7,29,2013-07,53,"(41.991429, -87.747113)",1561.539974741851,0
2013-07-25,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,7,30,2013-07,31,"(41.991429, -87.747113)",1561.539974741851,0
2013-07-25,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,7,30,2013-07,55,"(41.991429, -87.747113)",1561.539974741851,0
2013-08-01,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,8,31,2013-08,3,"(41.991429, -87.747113)",1561.539974741851,0
2013-08-01,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,8,31,2013-08,60,"(41.991429, -87.747113)",1561.539974741851,0
2013-08-01,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,8,31,2013-08,2,"(41.991429, -87.747113)",1561.539974741851,0
2013-08-08,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,8,32,2013-08,23,"(41.991429, -87.747113)",1561.539974741851,0
2013-08-08,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,8,32,2013-08,33,"(41.991429, -87.747113)",1561.539974741851,0
2013-08-15,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,8,33,2013-08,5,"(41.991429, -87.747113)",1561.539974741851,0
2013-08-15,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,8,33,2013-08,10,"(41.991429, -87.747113)",1561.539974741851,0
2013-08-15,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,8,33,2013-08,4,"(41.991429, -87.747113)",1561.539974741851,0
2013-08-22,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,8,34,2013-08,7,"(41.991429, -87.747113)",1561.539974741851,0
2013-08-22,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,1,2013,8,34,2013-08,5,"(41.991429, -87.747113)",1561.539974741851,0
2013-08-29,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,8,35,2013-08,15,"(41.991429, -87.747113)",1561.539974741851,0
2013-08-29,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,8,35,2013-08,3,"(41.991429, -87.747113)",1561.539974741851,0
2013-09-06,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,9,36,2013-09,1,"(41.991429, -87.747113)",1561.539974741851,0
2013-09-12,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,9,37,2013-09,1,"(41.991429, -87.747113)",1561.539974741851,0
2013-09-12,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,9,37,2013-09,5,"(41.991429, -87.747113)",1561.539974741851,0
2013-09-19,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,1,2013,9,38,2013-09,11,"(41.991429, -87.747113)",1561.539974741851,0
2013-09-26,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,2013,9,39,2013-09,2,"(41.991429, -87.747113)",1561.539974741851,0
2007-06-26,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,0,2007,6,26,2007-06,1,"(41.921177, -87.79518)",7.94679075787999,1
2007-07-02,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,0,2007,7,27,2007-07,1,"(41.921177, -87.79518)",7.94679075787999,1
2007-07-02,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,0,2007,7,27,2007-07,2,"(41.921177, -87.79518)",7.94679075787999,1
2007-07-11,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,0,2007,7,28,2007-07,2,"(41.921177, -87.79518)",7.94679075787999,1
2007-07-18,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,0,2007,7,29,2007-07,2,"(41.921177, -87.79518)",7.94679075787999,1
2007-07-18,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,0,2007,7,29,2007-07,1,"(41.921177, -87.79518)",7.94679075787999,1
2007-07-27,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,0,2007,7,30,2007-07,7,"(41.921177, -87.79518)",7.94679075787999,1
2007-07-27,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,0,2007,7,30,2007-07,1,"(41.921177, -87.79518)",7.94679075787999,1
2007-08-01,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,0,2007,8,31,2007-08,2,"(41.921177, -87.79518)",7.94679075787999,1
2007-08-01,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,0,2007,8,31,2007-08,7,"(41.921177, -87.79518)",7.94679075787999,1
2007-08-07,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,0,2007,8,32,2007-08,8,"(41.921177, -87.79518)",7.94679075787999,1
2007-08-07,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,0,2007,8,32,2007-08,15,"(41.921177, -87.79518)",7.94679075787999,1
2007-08-15,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,0,2007,8,33,2007-08,5,"(41.921177, -87.79518)",7.94679075787999,1
2007-08-15,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,0,2007,8,33,2007-08,35,"(41.921177, -87.79518)",7.94679075787999,1
2007-08-21,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,0,2007,8,34,2007-08,8,"(41.921177, -87.79518)",7.94679075787999,1
2007-08-21,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,0,2007,8,34,2007-08,2,"(41.921177, -87.79518)",7.94679075787999,1
2007-08-24,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,0,2007,8,34,2007-08,7,"(41.921177, -87.79518)",7.94679075787999,1
2007-08-24,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,0,2007,8,34,2007-08,15,"(41.921177, -87.79518)",7.94679075787999,1
2007-08-24,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX TERRITANS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,0,2007,8,34,2007-08,1,"(41.921177, -87.79518)",7.94679075787999,1
2007-09-04,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,0,2007,9,36,2007-09,1,"(41.921177, -87.79518)",7.94679075787999,1
2007-09-04,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,1,2007,9,36,2007-09,3,"(41.921177, -87.79518)",7.94679075787999,1
